Process,Burst time,Arrival Time,,Arrival Time(normalized)
P997,139,48.25,,0.4825
P998,174,32.5,,0.325
P999,207,47.5,,0.475
P1000,241,60.5,,0.605
P1001,194,43.5,,0.435
P1002,207,56.25,,0.5625
P1003,231,65.25,,0.6525
P1004,286,44.5,,0.445
P1005,138,78,,0.78
P1006,191,67.75,,0.6775
P1007,225,64,,0.64
P1008,288,49.5,,0.495
P1009,260,26.25,,0.2625
P1010,360,46.25,,0.4625
P1011,238,40.75,,0.4075
P1012,249,53.25,,0.5325
P1013,209,61,,0.61
P1014,88,89.75,,0.8975
P1015,104,68,,0.68
P1016,221,51,,0.51
P1017,191,80.75,,0.8075
P1018,190,60,,0.6
P1019,254,48.75,,0.4875
P1020,185,46.75,,0.4675
P1021,104,63.75,,0.6375
P1022,372,29,,0.29
P1023,168,47.5,,0.475
P1024,193,50.25,,0.5025
P1025,258,57.25,,0.5725
P1026,161,55.5,,0.555
P1027,172,22.25,,0.2225
P1028,273,38.25,,0.3825
P1029,273,59.5,,0.595
P1030,234,59.75,,0.5975
P1031,259,59,,0.59
P1032,126,80,,0.8
P1033,252,49.5,,0.495
P1034,279,58.75,,0.5875
P1035,177,36.25,,0.3625
P1036,147,38.25,,0.3825
P1037,91,35.5,,0.355
P1038,318,62.5,,0.625
P1039,165,51.25,,0.5125
P1040,233,54.5,,0.545
P1041,108,72.75,,0.7275
P1042,211,51.5,,0.515
P1043,135,16.5,,0.165
P1044,227,73.25,,0.7325
P1045,235,37.5,,0.375
P1046,259,53.25,,0.5325
P1047,128,27.25,,0.2725
P1048,144,32.5,,0.325
P1049,171,70.5,,0.705
P1050,254,58.25,,0.5825
P1051,142,25.25,,0.2525
P1052,250,39.5,,0.395
P1053,39,59.5,,0.595
P1054,219,58.75,,0.5875
P1055,186,83,,0.83
P1056,219,44.25,,0.4425
P1057,120,48.25,,0.4825
P1058,194,29,,0.29
P1059,200,39.25,,0.3925
P1060,209,54,,0.54
P1061,218,38.75,,0.3875
P1062,240,23.75,,0.2375
P1063,114,40.75,,0.4075
P1064,166,42,,0.42
P1065,238,29,,0.29
P1066,222,50.25,,0.5025
P1067,237,44.75,,0.4475
P1068,191,40.25,,0.4025
P1069,210,69.75,,0.6975
P1070,252,33.5,,0.335
P1071,261,56.5,,0.565
P1072,170,49.75,,0.4975
P1073,223,75.75,,0.7575
P1074,177,41.25,,0.4125
P1075,143,55,,0.55
P1076,191,48,,0.48
P1077,215,66.75,,0.6675
P1078,303,47.25,,0.4725
P1079,205,24.25,,0.2425
P1080,212,66.25,,0.6625
P1081,228,68.25,,0.6825
P1082,47,48.5,,0.485
P1083,272,50.25,,0.5025
P1084,92,90.5,,0.905
P1085,247,53.75,,0.5375
P1086,114,42,,0.42
P1087,205,74,,0.74
P1088,242,53.5,,0.535
P1089,201,36.75,,0.3675
P1090,143,36.75,,0.3675
P1091,214,47,,0.47
P1092,238,78,,0.78
P1093,303,34.5,,0.345
P1094,185,54.75,,0.5475
P1095,256,70,,0.7
P1096,188,58,,0.58
P1097,202,49.75,,0.4975
P1098,351,93.75,,0.9375
P1099,189,25.5,,0.255
P1100,146,75.5,,0.755
P1101,233,49.5,,0.495
P1102,156,67,,0.67
P1103,217,69.75,,0.6975
P1104,265,45.5,,0.455
P1105,211,60,,0.6
P1106,238,22.5,,0.225
P1107,139,55.25,,0.5525
P1108,297,18.5,,0.185
P1109,228,43.75,,0.4375
P1110,226,83.25,,0.8325
P1111,263,44.75,,0.4475
P1112,152,63,,0.63
P1113,202,54.5,,0.545
P1114,128,73.5,,0.735
P1115,280,44.25,,0.4425
P1116,227,65.75,,0.6575
P1117,236,61.25,,0.6125
P1118,73,32.75,,0.3275
P1119,244,54.25,,0.5425
P1120,223,42.25,,0.4225
P1121,258,57,,0.57
P1122,209,49.25,,0.4925
P1123,208,70.25,,0.7025
P1124,131,62,,0.62
P1125,270,31.5,,0.315
P1126,259,18.5,,0.185
P1127,203,49.75,,0.4975
P1128,226,68.5,,0.685
P1129,213,21.25,,0.2125
P1130,251,53.5,,0.535
P1131,213,38.75,,0.3875
P1132,281,60.5,,0.605
P1133,255,31.5,,0.315
P1134,289,64,,0.64
P1135,213,56.5,,0.565
P1136,207,69.5,,0.695
P1137,173,56.5,,0.565
P1138,21,64.75,,0.6475
P1139,190,64.5,,0.645
P1140,325,52.25,,0.5225
P1141,242,82.25,,0.8225
P1142,213,52.5,,0.525
P1143,198,60.5,,0.605
P1144,284,70,,0.7
P1145,262,79.25,,0.7925
P1146,190,48.75,,0.4875
P1147,255,62.75,,0.6275
P1148,315,19.75,,0.1975
P1149,162,33,,0.33
P1150,125,60.5,,0.605
P1151,180,62,,0.62
P1152,204,74.75,,0.7475
P1153,246,26.75,,0.2675
P1154,209,67,,0.67
P1155,154,34,,0.34
P1156,119,31,,0.31
P1157,73,90,,0.9
P1158,178,43.5,,0.435
P1159,202,33,,0.33
P1160,259,60.25,,0.6025
P1161,133,64.5,,0.645
P1162,269,24,,0.24
P1163,231,88.5,,0.885
P1164,298,66.25,,0.6625
P1165,354,64.5,,0.645
P1166,246,52.25,,0.5225
P1167,184,22.5,,0.225
P1168,242,31.75,,0.3175
P1169,256,30,,0.3
P1170,106,50.75,,0.5075
P1171,264,51.75,,0.5175
P1172,193,40.5,,0.405
P1173,259,65.25,,0.6525
P1174,152,30.5,,0.305
P1175,196,52.25,,0.5225
P1176,234,19.5,,0.195
P1177,119,67.75,,0.6775
P1178,212,49,,0.49
P1179,321,40.25,,0.4025
P1180,207,55.5,,0.555
P1181,172,51.5,,0.515
P1182,268,40.75,,0.4075
P1183,210,35.5,,0.355
P1184,175,50.25,,0.5025
P1185,240,38.25,,0.3825
P1186,187,29.5,,0.295
P1187,199,59.25,,0.5925
P1188,184,69.25,,0.6925
P1189,230,67.25,,0.6725
P1190,287,41.5,,0.415
P1191,155,63.25,,0.6325
P1192,223,53.25,,0.5325
P1193,236,35,,0.35
P1194,193,52,,0.52
P1195,141,54.5,,0.545
P1196,145,68,,0.68
P1197,278,38.5,,0.385
P1198,199,61,,0.61
P1199,151,40.25,,0.4025
P1200,192,64,,0.64
P1201,84,73.25,,0.7325
P1202,311,50.75,,0.5075
P1203,214,99.25,,0.9925
P1204,291,56,,0.56
P1205,249,28.75,,0.2875
P1206,113,57.25,,0.5725
P1207,197,72.25,,0.7225
P1208,180,66.25,,0.6625
P1209,167,43.75,,0.4375
P1210,168,40.75,,0.4075
P1211,284,30.25,,0.3025
P1212,229,45.75,,0.4575
P1213,231,42.75,,0.4275
P1214,224,46.5,,0.465
P1215,189,29.75,,0.2975
P1216,106,75.25,,0.7525
P1217,203,61.25,,0.6125
P1218,184,42,,0.42
P1219,186,38,,0.38
P1220,142,21.75,,0.2175
P1221,192,41.5,,0.415
P1222,168,44,,0.44
P1223,199,52,,0.52
P1224,225,28.25,,0.2825
P1225,203,62,,0.62
P1226,219,53.25,,0.5325
P1227,165,54.25,,0.5425
P1228,128,46.75,,0.4675
P1229,168,51.5,,0.515
P1230,89,47.75,,0.4775
P1231,89,63.5,,0.635
P1232,206,62.75,,0.6275
P1233,143,62.75,,0.6275
P1234,211,49.75,,0.4975
P1235,249,61.5,,0.615
P1236,292,89,,0.89
P1237,131,19.25,,0.1925
P1238,184,42.25,,0.4225
P1239,126,62.5,,0.625
P1240,258,44.5,,0.445
P1241,294,61.25,,0.6125
P1242,151,70.75,,0.7075
P1243,119,52.75,,0.5275
P1244,237,75,,0.75
P1245,141,56,,0.56
P1246,319,67.25,,0.6725
P1247,325,29,,0.29
P1248,98,24.75,,0.2475
P1249,147,31.5,,0.315
P1250,136,43,,0.43
P1251,269,30.25,,0.3025
P1252,185,45.25,,0.4525
P1253,266,45.5,,0.455
P1254,222,51.5,,0.515
P1255,239,70.25,,0.7025
P1256,207,42.5,,0.425
P1257,250,56.25,,0.5625
P1258,231,56.5,,0.565
P1259,188,50.25,,0.5025
P1260,167,56.75,,0.5675
P1261,182,23.25,,0.2325
P1262,156,70.5,,0.705
P1263,224,54.5,,0.545
P1264,147,55.25,,0.5525
P1265,196,64.5,,0.645
P1266,186,54.75,,0.5475
P1267,184,53.25,,0.5325
P1268,194,62,,0.62
P1269,303,53,,0.53
P1270,214,52.75,,0.5275
P1271,260,39.75,,0.3975
P1272,147,52.25,,0.5225
P1273,260,78.5,,0.785
P1274,167,54,,0.54
P1275,222,8.75,,0.0875
P1276,255,29.5,,0.295
P1277,207,51,,0.51
P1278,116,73.75,,0.7375
P1279,318,19.5,,0.195
P1280,279,63.5,,0.635
P1281,247,25.5,,0.255
P1282,157,47.75,,0.4775
P1283,168,67.25,,0.6725
P1284,163,29,,0.29
P1285,184,49.5,,0.495
P1286,135,48,,0.48
P1287,180,27,,0.27
P1288,210,59,,0.59
P1289,180,57.25,,0.5725
P1290,76,68.75,,0.6875
P1291,245,61,,0.61
P1292,147,65.75,,0.6575
P1293,215,52,,0.52
P1294,168,35.5,,0.355
P1295,160,71.25,,0.7125
P1296,307,46.75,,0.4675
P1297,201,72.5,,0.725
P1298,338,43.75,,0.4375
P1299,226,12,,0.12
P1300,195,26,,0.26
P1301,150,92,,0.92
P1302,234,37.25,,0.3725
P1303,148,23.25,,0.2325
P1304,188,48,,0.48
P1305,237,42,,0.42
P1306,228,38,,0.38
P1307,148,43.75,,0.4375
P1308,241,25.75,,0.2575
P1309,221,14.75,,0.1475
P1310,149,57,,0.57
P1311,148,48.25,,0.4825
P1312,313,46.5,,0.465
P1313,204,46,,0.46
P1314,177,43,,0.43
P1315,119,62.5,,0.625
P1316,208,63,,0.63
P1317,178,45,,0.45
P1318,206,55.75,,0.5575
P1319,219,48.75,,0.4875
P1320,294,61.75,,0.6175
P1321,125,30.25,,0.3025
P1322,227,28.75,,0.2875
P1323,156,35.25,,0.3525
P1324,114,38.25,,0.3825
P1325,210,55,,0.55
P1326,176,42.25,,0.4225
P1327,170,38.25,,0.3825
P1328,163,41.75,,0.4175
P1329,209,62.75,,0.6275
P1330,254,27.5,,0.275
P1331,211,12,,0.12
P1332,135,27.25,,0.2725
P1333,284,9.25,,0.0925
P1334,236,56.75,,0.5675
P1335,290,68.5,,0.685
P1336,119,33.5,,0.335
P1337,139,68.5,,0.685
P1338,257,52.5,,0.525
P1339,211,22.75,,0.2275
P1340,140,40.25,,0.4025
P1341,206,50.75,,0.5075
P1342,260,54.75,,0.5475
P1343,204,48.75,,0.4875
P1344,201,74.75,,0.7475
P1345,160,47,,0.47
P1346,272,29.5,,0.295
P1347,165,66.75,,0.6675
P1348,175,36.25,,0.3625
P1349,248,18.5,,0.185
P1350,230,25,,0.25
P1351,187,65.5,,0.655
P1352,225,31.5,,0.315
P1353,293,42.25,,0.4225
P1354,232,60.75,,0.6075
P1355,166,37,,0.37
P1356,148,64.5,,0.645
P1357,237,57.5,,0.575
P1358,235,51.25,,0.5125
P1359,150,35,,0.35
P1360,207,62.75,,0.6275
P1361,228,47,,0.47
P1362,282,54.25,,0.5425
P1363,130,51.25,,0.5125
P1364,165,66.75,,0.6675
P1365,298,64.25,,0.6425
P1366,195,60.75,,0.6075
P1367,158,39,,0.39
P1368,182,34.25,,0.3425
P1369,285,60.5,,0.605
P1370,195,38,,0.38
P1371,265,51.5,,0.515
P1372,200,42.75,,0.4275
P1373,98,82,,0.82
P1374,191,94.25,,0.9425
P1375,234,45.25,,0.4525
P1376,203,40.75,,0.4075
P1377,124,69.25,,0.6925
P1378,139,25.25,,0.2525
P1379,234,40.75,,0.4075
P1380,198,62.5,,0.625
P1381,263,37.75,,0.3775
P1382,266,82,,0.82
P1383,157,53.75,,0.5375
P1384,181,49.5,,0.495
P1385,153,46.75,,0.4675
P1386,150,42.5,,0.425
P1387,225,59.25,,0.5925
P1388,284,46.75,,0.4675
P1389,217,46,,0.46
P1390,144,70.5,,0.705
P1391,302,56.25,,0.5625
P1392,167,46.5,,0.465
P1393,154,92,,0.92
P1394,194,56.5,,0.565
P1395,214,58.25,,0.5825
P1396,123,55.75,,0.5575
P1397,211,41.5,,0.415
P1398,194,22.5,,0.225
P1399,214,56.75,,0.5675
P1400,173,38.5,,0.385
P1401,242,62,,0.62
P1402,181,38,,0.38
P1403,291,78.5,,0.785
P1404,187,80,,0.8
P1405,164,25.75,,0.2575
P1406,121,64.75,,0.6475
P1407,206,96,,0.96
P1408,160,76.25,,0.7625
P1409,289,78,,0.78
P1410,202,56.5,,0.565
P1411,270,51.75,,0.5175
P1412,206,54.25,,0.5425
P1413,287,56.5,,0.565
P1414,126,71.5,,0.715
P1415,241,45.75,,0.4575
P1416,177,54.5,,0.545
P1417,230,72.75,,0.7275
P1418,295,45,,0.45
P1419,179,46.5,,0.465
P1420,150,72.75,,0.7275
P1421,157,42.25,,0.4225
P1422,179,73.75,,0.7375
P1423,156,55.5,,0.555
P1424,172,48.5,,0.485
P1425,335,66.75,,0.6675
P1426,147,67.5,,0.675
P1427,237,50,,0.5
P1428,224,46.25,,0.4625
P1429,107,41.25,,0.4125
P1430,184,97.25,,0.9725
P1431,229,57.5,,0.575
P1432,205,60.75,,0.6075
P1433,259,36.75,,0.3675
P1434,238,53.25,,0.5325
P1435,143,56.5,,0.565
P1436,134,19.25,,0.1925
P1437,174,58.25,,0.5825
P1438,259,41,,0.41
P1439,134,55,,0.55
P1440,185,47.75,,0.4775
P1441,219,26.5,,0.265
P1442,254,66.75,,0.6675
P1443,301,61.5,,0.615
P1444,129,70,,0.7
P1445,187,23.5,,0.235
P1446,182,36.75,,0.3675
P1447,212,88.25,,0.8825
P1448,148,48.25,,0.4825
P1449,181,77.75,,0.7775
P1450,252,57.75,,0.5775
P1451,146,50.5,,0.505
P1452,191,5,,0.05
P1453,141,35,,0.35
P1454,203,70,,0.7
P1455,181,38.25,,0.3825
P1456,226,73.75,,0.7375
P1457,137,76.75,,0.7675
P1458,273,61,,0.61
P1459,255,45,,0.45
P1460,329,43.25,,0.4325
P1461,249,47.75,,0.4775
P1462,287,75,,0.75
P1463,206,18,,0.18
P1464,218,36.25,,0.3625
P1465,162,74.75,,0.7475
P1466,195,62.5,,0.625
P1467,224,36.5,,0.365
P1468,102,40,,0.4
P1469,307,73.5,,0.735
P1470,160,64,,0.64
P1471,176,64.75,,0.6475
P1472,242,46.25,,0.4625
P1473,213,61.25,,0.6125
P1474,139,21.25,,0.2125
P1475,179,51,,0.51
P1476,223,57.75,,0.5775
P1477,170,53.75,,0.5375
P1478,136,9,,0.09
P1479,283,62.5,,0.625
P1480,234,47.25,,0.4725
P1481,181,62.5,,0.625
P1482,294,39.25,,0.3925
P1483,144,57.5,,0.575
P1484,205,44,,0.44
P1485,237,38.75,,0.3875
P1486,271,58,,0.58
P1487,224,30.75,,0.3075
P1488,107,52.5,,0.525
P1489,181,72.5,,0.725
P1490,204,71,,0.71
P1491,214,33,,0.33
P1492,196,44.25,,0.4425
P1493,223,71.75,,0.7175
P1494,268,36.5,,0.365
P1495,326,62.75,,0.6275
P1496,233,5,,0.05
P1497,150,66,,0.66
P1498,224,41,,0.41
P1499,233,65.25,,0.6525
P1500,101,87,,0.87
P1501,268,22.75,,0.2275
P1502,189,60.5,,0.605
P1503,217,28.25,,0.2825
P1504,246,37.25,,0.3725
P1505,208,35.5,,0.355
P1506,188,46.25,,0.4625
P1507,163,50.25,,0.5025
P1508,253,71.5,,0.715
P1509,180,37.25,,0.3725
P1510,223,37.5,,0.375
P1511,288,55.25,,0.5525
P1512,210,57.75,,0.5775
P1513,167,56,,0.56
P1514,233,66.25,,0.6625
P1515,304,52.25,,0.5225
P1516,250,39.5,,0.395
P1517,244,57.5,,0.575
P1518,242,31.5,,0.315
P1519,186,65.5,,0.655
P1520,295,46.75,,0.4675
P1521,180,49.75,,0.4975
P1522,280,37.5,,0.375
P1523,223,33.25,,0.3325
P1524,273,59.5,,0.595
P1525,175,28.75,,0.2875
P1526,206,36.25,,0.3625
P1527,236,25.75,,0.2575
P1528,263,63.25,,0.6325
P1529,239,64.75,,0.6475
P1530,172,53.75,,0.5375
P1531,179,56.75,,0.5675
P1532,227,61,,0.61
P1533,252,78.25,,0.7825
P1534,231,41.5,,0.415
P1535,192,68.25,,0.6825
P1536,216,42.5,,0.425
P1537,148,61.75,,0.6175
P1538,192,49.5,,0.495
P1539,209,47,,0.47
P1540,168,26.5,,0.265
P1541,147,29.5,,0.295
P1542,297,77.75,,0.7775
P1543,173,61.25,,0.6125
P1544,242,50.25,,0.5025
P1545,184,47,,0.47
P1546,235,61.25,,0.6125
P1547,286,49.5,,0.495
P1548,142,65,,0.65
P1549,186,51.5,,0.515
P1550,171,49,,0.49
P1551,244,37.25,,0.3725
P1552,254,70.5,,0.705
P1553,201,39,,0.39
P1554,179,69.75,,0.6975
P1555,144,73.25,,0.7325
P1556,186,49.25,,0.4925
P1557,225,52,,0.52
P1558,259,54.25,,0.5425
P1559,321,68,,0.68
P1560,209,60.5,,0.605
P1561,220,40.25,,0.4025
P1562,88,46.5,,0.465
P1563,149,34,,0.34
P1564,145,63.25,,0.6325
P1565,185,39.75,,0.3975
P1566,152,76.25,,0.7625
P1567,111,55.25,,0.5525
P1568,229,67.5,,0.675
P1569,161,51.5,,0.515
P1570,107,46.5,,0.465
P1571,171,54,,0.54
P1572,176,63.25,,0.6325
P1573,235,72.25,,0.7225
P1574,145,28,,0.28
P1575,170,39.5,,0.395
P1576,140,27.75,,0.2775
P1577,206,36.25,,0.3625
P1578,162,55.75,,0.5575
P1579,263,74.75,,0.7475
P1580,234,41,,0.41
P1581,113,57.75,,0.5775
P1582,156,38.25,,0.3825
P1583,191,29.75,,0.2975
P1584,343,46.5,,0.465
P1585,248,70,,0.7
P1586,222,41.25,,0.4125
P1587,213,72.75,,0.7275
P1588,200,57,,0.57
P1589,260,57.5,,0.575
P1590,299,37.75,,0.3775
P1591,144,49,,0.49
P1592,145,41.5,,0.415
P1593,213,65.25,,0.6525
P1594,204,58.75,,0.5875
P1595,271,69,,0.69
P1596,214,41.25,,0.4125
P1597,194,45.5,,0.455
P1598,256,68.5,,0.685
P1599,162,50.5,,0.505
P1600,197,78.5,,0.785
P1601,163,84.25,,0.8425
P1602,261,76.5,,0.765
P1603,258,80.5,,0.805
P1604,154,33.75,,0.3375
P1605,125,51,,0.51
P1606,214,67,,0.67
P1607,137,65.5,,0.655
P1608,232,41.75,,0.4175
P1609,244,53.25,,0.5325
P1610,188,65,,0.65
P1611,171,67.75,,0.6775
P1612,106,55,,0.55
P1613,84,60.5,,0.605
P1614,185,38.75,,0.3875
P1615,183,51.75,,0.5175
P1616,229,38.75,,0.3875
P1617,210,35,,0.35
P1618,169,66.25,,0.6625
P1619,209,36,,0.36
P1620,203,57.75,,0.5775
P1621,321,56.25,,0.5625
P1622,173,35.75,,0.3575
P1623,137,49.75,,0.4975
P1624,252,50.5,,0.505
P1625,195,72.75,,0.7275
P1626,176,44.75,,0.4475
P1627,183,43,,0.43
P1628,232,78.25,,0.7825
P1629,124,79.25,,0.7925
P1630,210,48.75,,0.4875
P1631,264,39.75,,0.3975
P1632,161,43.75,,0.4375
P1633,265,76,,0.76
P1634,228,53.75,,0.5375
P1635,249,37.75,,0.3775
P1636,242,39.75,,0.3975
P1637,259,32.25,,0.3225
P1638,110,67,,0.67
P1639,75,61.25,,0.6125
P1640,181,48,,0.48
P1641,249,52,,0.52
P1642,261,33.5,,0.335
P1643,214,53.5,,0.535
P1644,325,73.75,,0.7375
P1645,185,55.25,,0.5525
P1646,219,38.75,,0.3875
P1647,143,52.75,,0.5275
P1648,164,58,,0.58
P1649,194,34.25,,0.3425
P1650,289,59.75,,0.5975
P1651,137,77.75,,0.7775
P1652,213,43.25,,0.4325
P1653,326,47.5,,0.475
P1654,330,54.5,,0.545
P1655,76,49.25,,0.4925
P1656,260,46,,0.46
P1657,152,42,,0.42
P1658,288,36,,0.36
P1659,188,56.25,,0.5625
P1660,81,49.25,,0.4925
P1661,192,85,,0.85
P1662,202,55.5,,0.555
P1663,149,42.25,,0.4225
P1664,221,25.5,,0.255
P1665,135,59.75,,0.5975
P1666,232,83.5,,0.835
P1667,111,31.75,,0.3175
P1668,184,73.25,,0.7325
P1669,175,71.5,,0.715
P1670,155,60.25,,0.6025
P1671,110,73,,0.73
P1672,236,84,,0.84
P1673,198,59,,0.59
P1674,272,69.25,,0.6925
P1675,182,37.25,,0.3725
P1676,107,77.25,,0.7725
P1677,189,39.25,,0.3925
P1678,98,42,,0.42
P1679,232,21.25,,0.2125
P1680,352,41.25,,0.4125
P1681,247,27.25,,0.2725
P1682,205,44.75,,0.4475
P1683,165,39.75,,0.3975
P1684,224,62.25,,0.6225
P1685,182,35.25,,0.3525
P1686,147,61.25,,0.6125
P1687,249,41,,0.41
P1688,145,71.5,,0.715
P1689,194,58.75,,0.5875
P1690,206,76,,0.76
P1691,175,51,,0.51
P1692,98,65.75,,0.6575
P1693,197,57,,0.57
P1694,222,56.75,,0.5675
P1695,334,24,,0.24
P1696,172,42.5,,0.425
P1697,233,61.75,,0.6175
P1698,275,62.5,,0.625
P1699,217,21.5,,0.215
P1700,133,58.25,,0.5825
P1701,164,72,,0.72
P1702,218,33.5,,0.335
P1703,331,60.75,,0.6075
P1704,226,48,,0.48
P1705,183,66.5,,0.665
P1706,258,51.5,,0.515
P1707,282,76.5,,0.765
P1708,233,75,,0.75
P1709,164,46.75,,0.4675
P1710,134,39.25,,0.3925
P1711,179,64.5,,0.645
P1712,136,31.75,,0.3175
P1713,241,53.5,,0.535
P1714,166,61,,0.61
P1715,337,64.25,,0.6425
P1716,239,53.75,,0.5375
P1717,204,59,,0.59
P1718,198,44.25,,0.4425
P1719,178,60.75,,0.6075
P1720,312,53.25,,0.5325
P1721,197,48.75,,0.4875
P1722,245,33.25,,0.3325
P1723,253,45.5,,0.455
P1724,281,42.5,,0.425
P1725,189,92.75,,0.9275
P1726,294,61.75,,0.6175
P1727,189,61.25,,0.6125
P1728,172,74.75,,0.7475
P1729,140,41.75,,0.4175
P1730,103,14.75,,0.1475
P1731,108,48.75,,0.4875
P1732,320,27.75,,0.2775
P1733,217,80.5,,0.805
P1734,241,13,,0.13
P1735,205,45.25,,0.4525
P1736,269,47.5,,0.475
P1737,214,23.25,,0.2325
P1738,307,37.5,,0.375
P1739,246,55,,0.55
P1740,242,81,,0.81
P1741,209,44.75,,0.4475
P1742,231,58.5,,0.585
P1743,192,81.25,,0.8125
P1744,154,47.25,,0.4725
P1745,245,28,,0.28
P1746,205,10.25,,0.1025
P1747,200,73.75,,0.7375
P1748,162,42.5,,0.425
P1749,197,48.25,,0.4825
P1750,238,79.5,,0.795
P1751,184,50,,0.5
P1752,187,63.5,,0.635
P1753,261,56,,0.56
P1754,153,39.25,,0.3925
P1755,206,56,,0.56
P1756,156,55.75,,0.5575
P1757,230,37.5,,0.375
P1758,249,63,,0.63
P1759,189,60,,0.6
P1760,205,29,,0.29
P1761,140,62.25,,0.6225
P1762,205,57,,0.57
P1763,210,38.5,,0.385
P1764,321,78.25,,0.7825
P1765,222,49.5,,0.495
P1766,268,50.25,,0.5025
P1767,141,34.25,,0.3425
P1768,225,40.75,,0.4075
P1769,224,56.25,,0.5625
P1770,231,67,,0.67
P1771,233,41,,0.41
P1772,197,25.25,,0.2525
P1773,263,48.25,,0.4825
P1774,196,43.75,,0.4375
P1775,189,61.25,,0.6125
P1776,214,63.75,,0.6375
P1777,272,76.5,,0.765
P1778,282,30.5,,0.305
P1779,177,51.75,,0.5175
P1780,246,57.5,,0.575
P1781,226,41.75,,0.4175
P1782,182,47,,0.47
P1783,232,42,,0.42
P1784,228,78.25,,0.7825
P1785,185,76.25,,0.7625
P1786,259,58.25,,0.5825
P1787,211,42,,0.42
P1788,162,50.75,,0.5075
P1789,191,66.75,,0.6675
P1790,110,53.5,,0.535
P1791,158,11.75,,0.1175
P1792,238,69.75,,0.6975
P1793,216,67.75,,0.6775
P1794,115,33.75,,0.3375
P1795,304,68.75,,0.6875
P1796,267,55.75,,0.5575
P1797,130,72.75,,0.7275
P1798,250,70.75,,0.7075
P1799,183,58.25,,0.5825
P1800,237,59.75,,0.5975
P1801,174,47.25,,0.4725
P1802,242,59.25,,0.5925
P1803,296,55.25,,0.5525
P1804,108,28.75,,0.2875
P1805,329,49.75,,0.4975
P1806,95,68.25,,0.6825
P1807,171,82.25,,0.8225
P1808,177,78,,0.78
P1809,202,77.25,,0.7725
P1810,164,38,,0.38
P1811,185,60.75,,0.6075
P1812,210,85.5,,0.855
P1813,201,43.5,,0.435
P1814,154,63.75,,0.6375
P1815,170,41.5,,0.415
P1816,184,43,,0.43
P1817,192,58.5,,0.585
P1818,226,74.25,,0.7425
P1819,143,67.25,,0.6725
P1820,204,47.25,,0.4725
P1821,336,40.25,,0.4025
P1822,226,34.25,,0.3425
P1823,185,53.5,,0.535
P1824,217,40,,0.4
P1825,149,33.5,,0.335
P1826,209,63,,0.63
P1827,194,32.5,,0.325
P1828,248,43.75,,0.4375
P1829,293,50.25,,0.5025
P1830,320,38,,0.38
P1831,198,65,,0.65
P1832,290,73,,0.73
P1833,158,33.25,,0.3325
P1834,186,31,,0.31
P1835,275,49.25,,0.4925
P1836,217,52,,0.52
P1837,193,66.25,,0.6625
P1838,161,66.75,,0.6675
P1839,251,67.25,,0.6725
P1840,261,83.5,,0.835
P1841,87,63.75,,0.6375
P1842,184,91,,0.91
P1843,145,45.25,,0.4525
P1844,301,44.75,,0.4475
P1845,280,29.5,,0.295
P1846,190,36.25,,0.3625
P1847,269,51.5,,0.515
P1848,102,57.75,,0.5775
P1849,182,53,,0.53
P1850,230,31.5,,0.315
P1851,196,39.75,,0.3975
P1852,217,31.25,,0.3125
P1853,184,30.5,,0.305
P1854,205,34,,0.34
P1855,139,26,,0.26
P1856,194,73.25,,0.7325
P1857,338,32,,0.32
P1858,194,38.75,,0.3875
P1859,207,49.25,,0.4925
P1860,198,50,,0.5
P1861,154,75.5,,0.755
P1862,278,48.25,,0.4825
P1863,98,35,,0.35
P1864,184,61.5,,0.615
P1865,222,40.25,,0.4025
P1866,127,45.25,,0.4525
P1867,199,88.75,,0.8875
P1868,202,79.25,,0.7925
P1869,166,75,,0.75
P1870,161,57,,0.57
P1871,180,38.25,,0.3825
P1872,246,54.75,,0.5475
P1873,306,48.25,,0.4825
P1874,248,56,,0.56
P1875,176,51.5,,0.515
P1876,129,55.5,,0.555
P1877,206,67,,0.67
P1878,251,30.5,,0.305
P1879,213,51.5,,0.515
P1880,192,48.25,,0.4825
P1881,221,76.5,,0.765
P1882,180,53,,0.53
P1883,188,75.75,,0.7575
P1884,302,56.75,,0.5675
P1885,288,67.75,,0.6775
P1886,183,35.75,,0.3575
P1887,140,14.25,,0.1425
P1888,213,49,,0.49
P1889,253,62.5,,0.625
P1890,230,63,,0.63
P1891,187,57.5,,0.575
P1892,198,28,,0.28
P1893,162,74.75,,0.7475
P1894,259,38.5,,0.385
P1895,161,38.5,,0.385
P1896,155,47.25,,0.4725
P1897,247,95.75,,0.9575
P1898,222,63.25,,0.6325
P1899,271,66.5,,0.665
P1900,196,79.75,,0.7975
P1901,274,66.75,,0.6675
P1902,248,60.25,,0.6025
P1903,190,36.75,,0.3675
P1904,287,30.25,,0.3025
P1905,272,38.5,,0.385
P1906,248,63,,0.63
P1907,238,49,,0.49
P1908,150,48,,0.48
P1909,217,37.5,,0.375
P1910,223,69.75,,0.6975
P1911,167,43.75,,0.4375
P1912,222,57.5,,0.575
P1913,238,69.5,,0.695
P1914,254,38.5,,0.385
P1915,130,63.25,,0.6325
P1916,193,25.75,,0.2575
P1917,236,20,,0.2
P1918,223,70,,0.7
P1919,328,58.5,,0.585
P1920,195,33.5,,0.335
P1921,298,33.25,,0.3325
P1922,105,65.5,,0.655
P1923,176,37.5,,0.375
